EpochTime,skewed_latitude,skewed_longitude,smell_value,smell_description,feelings_symptoms,additional_comments,zipcode
1506515895,40.4205,-79.933,3,Rotten eggs,,,15217
1506515919,40.4451,-79.944,4,Industrial. Terrible.,Headache,,15213
1506515975,40.4701,-79.9179,5,"Industrial, tar","Headache, nausea",,15206
1506516035,40.4538,-79.9683,2,Hot rubber/industry,No,,15219
1506516098,40.4309,-79.9163,2,Industrial,,,15217
1506516284,40.4377,-79.9223,4,,,,15217
1506516321,40.432,-79.9189,5,Industrial,,,15217
1506516424,40.4453,-79.8949,3,,,,15221
1506516497,40.457,-79.9241,3,,,,15206
1506516510,40.4382,-79.891,5,,,,15221
1506516513,40.4272,-79.9361,4,Industrial sulfur,Nasal irritation,,15217
1506516520,40.429,-79.9455,5,Tar or asphalt- something heavy ,Sore throat,,15207
1506516556,40.4337,-79.9111,5,Acrid,Sinus irritation ,,15217
1506516636,40.4415,-79.9441,4,The usual smoggy pollution smell that nobody seems to have the authority to regulate,"Anger, irritation, despondency",,15213
1506516675,40.4339,-79.9321,5,Industrial ,,You need to stop these people from ruining all of our lives. Please do your job. 1000 jobs in the mon valley are not worth 10000 people dying of lung cancer. We have the tech for stopping pollution!,15217
1506516799,40.4611,-79.9349,3,Industrial,Headache,,15232
1506516860,40.442,-79.9478,4,Rotten eggs,Nausea,,15213
1506517028,40.442,-79.8917,4,"Industrial, acrid, heavy ",Headache & sinus congestion,,15221
1506517077,40.4368,-79.9696,3,,,,15213
1506517088,40.4447,-79.9468,5,Smoky and chemical,,,15213
1506517374,40.4366,-79.9188,3,Gas/exhaust,No,Third report today. Three different locations. ,15217
1506517415,40.4695,-79.9309,4,Rotten something ,Asthma ,,15206
1506517448,40.4239,-79.9455,4,"Industrial, acrid",,,15207
1506517497,40.4238,-79.8915,5,Acrid stench of pollution ,,Another beautiful day ruined by air pollution. Please hold companies accountable for poisoning the air we breathe.,15218
1506517507,40.4304,-79.8847,5,"Industrial, metal, rotten egg smells ",,,15218
1506517544,40.4771,-79.9148,3,Industrial ,Achy lungs,,15206
1506517721,40.4477,-79.9597,3,,,,15219
1506517749,40.4416,-79.9235,5,Industrial,Difficulty breathing ,This is awful! I've lived in my house for 25 years and really thought things were improving. My boyfriend has so irritation from these smells we are considering moving out of the area! ,15217
1506518033,40.4388,-79.9327,5,Industrial ,,PLEASE PROTECT THE PEOPLE FROM POISONOUS TOXIC ,15217
1506518249,40.4439,-79.9639,4,Industrial,,,15213
1506518371,40.4484,-79.9048,4,Industrial ,,,15208
1506518477,40.476,-79.9149,3,Rotten eggs,,,15206
1506518493,40.4602,-79.9205,3,Industrial sulfuous smell,Scratchy throat,,15206
1506518501,40.4353,-79.9216,5,Traffic and heat combined to make smog,Headache and difficulty breathing ,Please help raise awareness about Diesel engines idling.  Even with a no idling sign outside my neighborhood elementary school the driver ignored it.  It is so hot already this morning that the kid's classroom windows were open with the diesel fumes going immediately into the classroom and cafeteria.  If those kids have an asthma attack they would have to go home or to the hospital.  Do your jobs and help get rid of this dangerous ignorance about diesel idling and pollution. ,15217
1506518821,40.4564,-79.9158,4,,,,15206
1506518842,40.4441,-79.9264,5,Industrial ,Sore throat ,It angers me greatly my infant child breathes in this pollution while our health department does nothing to protect the most vulnerable citizens. ,15217
1506518942,40.4288,-79.8986,3,like burning metal,no,Thanks for this app!,15218
1506518958,40.4555,-79.9291,4,,,,15232
1506519122,40.4809,-79.9325,4,Rotten eggs,,"Bad taste in mouth, difficulty breathing ",15206
1506519412,40.429,-79.8843,4,"Sulfur, wind S to SSE.",,,15218
1506519471,40.4493,-79.9132,5,Industrial ,,,15206
1506519570,40.4354,-79.93,5,Industrial,Hard to breathe,It really reeks outside of industrial smells. But the air quality reports online aren't saying the air quality is bad enough that the schools will keep the kids in...so the kids are going to go out to play breathing this stuff. Gross. ,15217
1506519699,40.4364,-79.9235,5,Industrial ,Headache,,15217
1506519917,40.4478,-79.904,4,Industrial,,,15208
1506520425,40.4277,-79.8492,3,Rotten eggs,,,15221
1506520729,40.4635,-79.9389,5,"Industrial, phosphorus ","Sore throat, headache, cough",The air is visibly smokey! I've never seen it this bad ,15224
1506520825,40.4193,-79.8458,4,"Industrial, burning oil, very sulfuric ","Burning nose, asthma, tight chest ",Unable to be outside at all and unable to have windows open in the house or car. ,15221
1506520926,40.48,-79.9208,4,Industrial ,,,15206
1506521075,40.4523,-79.9091,3,Metallic,,,15208
1506521301,40.4287,-79.8974,5,Industrial,Nausea,I wanted to play outside with my kid this morning on my day off - but the smell was overpowering and i worried about exposing him to whatever pollutant was causing it. ,15218
1506521893,40.4573,-79.9156,5,"Sulfur, smoke, exhaust",,"Originally noticed by my house on Holden St in Shadyside, reporting from my work in East Liberty/Larimer.",15206
1506522024,40.4709,-79.9171,4,Industrial ,,,15206
1506522175,40.4308,-79.9165,5,Industrial sulphur pollution,Not yet but just going outside. Worried!,It's awful out there. We need to do somethinh about it!,15217
1506522936,40.4485,-79.9047,5,,,,15208
1506524942,40.4269,-79.8834,5,"Sulfur, breeze from S to SSE.",,,15218
1506525368,40.4422,-79.9269,5,,"Headache, difficulty breathing",,15217
1506538713,40.4418,-79.9259,2,,,,15217
1506546371,40.4843,-79.9073,3,sulfur,nausea,,15206
1506548754,40.4442,-79.9979,5,,Headache. Fuzzy thinking,,15222
1506552072,40.4749,-79.9632,1,,,,15201
1506555363,40.4637,-79.9398,2,,,Much better than this morning! ,15224
1506558099,40.4414,-79.947,4,Smells like nail polish or car paint fumes - acetate? Something sickly chemical sweet - all around Schenley Plaza..,,,15213
1506558193,40.4411,-79.928,3,,,,15217
1506561665,40.4505,-79.9484,1,,,In north Oakland for 2/3 hours on the morning of 9/27/17 a smell of sulphuric and/or burnt coal and coke prevailed. Just like we use to get from hazelwood color works or like you would smell near Clairton or Shenango coke works. It went away after 10:30am. ,15213
1506587408,40.3991,-79.8604,4,rotten eggs,"coughing, chest burns",,15104
1506587408,40.399,-79.8593,4,rotten eggs,"coughing, chest burns",,15104
1506594396,40.4281,-79.8825,1,,,,15218
1506595845,40.448,-79.9411,1,,,,15213
1506597097,40.4556,-79.9236,1,,,First time in days,15206
1506600043,40.4185,-79.9203,1,,,,15217
1506604383,40.4454,-79.9075,3,,,,15208
1506605385,40.4592,-79.9257,3,Chalky exhaust,No,,15206
1506607876,40.4269,-79.8982,4,Sewage,,,15218
1506618701,40.4581,-79.9214,2,,,,15206
1506621478,40.4649,-79.9417,1,,,,15224
1506632036,40.472,-79.9554,3,Mc Conway and Torley,"Bad smell, throat irritation ",They ruin the air and sicken us all each day,15201
1506646935,40.4685,-79.9627,5,Burning plastic or burning brake dluid,No,It's been about 1.5 hours,15201
1506678465,40.3993,-79.8583,3,rotten eggs,none yet,,15104
1506686679,40.418,-79.9181,1,,,,15217
1506686888,40.4244,-79.8967,3,Industrial sulfur smell ,,,15218
1506687903,40.4285,-79.8846,2,Sulfur drifting in.,,Wouldn't have expected sulfur odor given co. Airport wind direction.,15218
1506690834,40.4182,-79.8455,4,"Sulfur, burning oil ","Tight chest, asthma, burning nose and eyes, coughing, awoken from sleep due to windows open","These smells and side effects make me, my family, and pets prisoners in our own home. The polution from the steel plant in Braddock is unacceptable. ",15221
1506692327,40.4278,-79.8821,3,Sulfur,,,15218
1506693255,40.4429,-79.947,1,,,,15213
1506694540,40.4293,-79.849,4,Rotten eggs,"Sore throat, eye irritation ",,15221
1506694701,40.4274,-79.8473,4,,,Can not open windows.,15221
1506695382,40.4345,-79.9123,4,"Industrial, sulfuous smell",,,15217
1506697451,40.4388,-79.8912,5,,,,15221
1506699432,40.4282,-79.9159,1,,,,15217
1506702238,40.4414,-80.001,1,,,,15222
1506709865,40.4287,-79.8832,4,Norfolk & Southern Trash Train heading East.,,,15218
1506709986,40.4292,-79.884,4,"Correction, Trash Trains always head West towards Ohio.",,,15218
1506712487,40.4827,-79.9531,3,Industrial,Smell,M&T,15201
1506715928,40.4494,-79.9413,3,"Rotten eggs, rotten garbage ",,,15213
1506731177,40.4407,-79.8558,3,Gas,,,15221
1506738337,40.479,-79.9555,3,industrial,,,15201
1506769835,40.4308,-79.8938,5,Industrial sulfur,,,15218
1506776835,40.4006,-79.8609,4,rotten eggs,coughing,,15104
1506778503,40.4777,-79.9599,4,Industry. The casting smell is pretty bad today from M&T,,,15201
1506779454,40.4524,-79.9241,1,,,,15232
1506782299,40.4633,-79.9461,3,Sulfur,,,15224
1506788534,40.4575,-79.9248,1,,,,15232
1506790417,40.4405,-79.9261,1,,,,15217
1506796746,40.4728,-79.9591,3,Metallic smell ,,,15201
1506801864,40.472,-79.9657,4,"Foundry, industrial",Feels bad to breathe it in,,15201
1506808458,40.4378,-79.8847,1,,,,15221
1506811680,40.4719,-79.9608,3,Melting plastic,Headache,,15201
1506812334,40.443,-80.0019,1,,,,15222
1506817927,40.4706,-79.9161,1,,,,15206
1506825904,40.4547,-79.9335,4,Hydrogen sulfide,,Constant horrible smell. ,15232
1506858401,40.4005,-79.8584,4,rotten eggs,coughing,,15104
1506860572,40.4168,-79.9211,2,Infustrial,,,15217
1506866408,40.4564,-79.935,4,Sulfur ,,,15232
1506874047,40.4243,-79.9263,1,,,,15217
1506876828,40.4407,-79.9231,1,,,,15217
1506880868,40.4165,-79.9181,1,,,,15217
1506884797,40.4582,-79.9248,1,,,,15232
1506891622,40.4643,-79.947,1,,,,15224
1506911682,40.4218,-79.9353,4,Sulfur,Can smell indoors even when doors/windows closed,,15217
1506916853,40.4238,-79.9159,5,Industrial ,Breathing ,Do something about this,15217
1506933245,40.401,-79.859,5,rotten eggs,choking,,15104
1506941981,40.447,-79.9049,1,,,,15208
1506945146,40.4273,-79.8834,3,Smells pretty skunky outside.,,,15218
1506946664,40.4673,-79.929,5,Industrial and rotten eggs,,,15206
1506946828,40.435,-79.9109,3,Rotten eggs ,Nausea,,15217
1506947440,40.4294,-79.9155,4,Industrial cr*p,,,15217
1506951762,40.4317,-79.93,3,Industrial ,,,15217
1506956072,40.4733,-79.9631,5,Sulfur like,Irritated and swollen sinuses,,15201
1506961003,40.4212,-79.9261,2,Sooty Smell,,,15217
1506962296,40.434,-79.9239,1,,,,15217
1506964660,40.4738,-79.9647,2,Metal ,No ,,15201
1506974099,40.441,-79.9965,1,,,,15219
1506976439,40.4557,-79.9503,4,"industrial, burning plastic",,,15213
1506983385,40.431400000000004,-80.0041,5,n*sty water,,,15219
1506983995,40.4556,-79.9334,4,Sulfer,,,15232
1506996746,40.4542,-79.9325,4,"Rotten egg, wet sewage smell",,,15232
1507019454,40.401,-79.8603,4,rotten eggs,coughing,,15104
1507031878,40.4477,-79.92530000000001,2,Natural gas,,,15232
1507032634,40.4297,-79.9298,3,Industrial ,,,15217
1507033552,40.4305,-79.9551,3,Industrial sulfur,,,15213
1507033991,40.4795,-79.9316,4,Sulfurous,Headache and wheezing,,15206
1507036775,40.4521,-79.9349,4,"Sewage, rotten eggs coming from sewers",Nausea ,The sewers in Shadyside REEK. The wet odor is nauseating. Its been going on for years. Is anyone going to do anything about this? Does shrine even read these? Is this problem ever going to change??,15232
1507040035,40.4433,-79.949,3,Sulfur burning oil ,Hard to breathe especiallu outside ,,15213
1507040239,40.4542,-79.9337,4,Sulfer,,,15232
1507040329,40.448,-79.9615,3,Woodsmoke,,,15219
1507040652,40.4447,-79.9321,3,,,,15217
1507042402,40.4484,-79.9027,5,,,,15208
1507043099,40.4607,-79.9233,3,Coke ,,,15206
1507043454,40.4209,-79.9306,5,,,,15217
1507045012,40.4483,-79.947,4,Sulfar,"Headache, bronchial discomfort",,15213
1507045056,40.4239,-79.9349,3,Burning rubber,,,15217
1507045353,40.4341,-79.9261,3,"Oily, industrial, like always","Sore throat, puffy eyes",,15217
1507046075,40.4221,-79.9365,3,Industry,,,15217
1507046423,40.4481,-79.9311,4,"Rotten eggs, sulfur ",,,15232
1507046726,40.4436,-79.9432,4,Lot of smog,,,15213
1507047133,40.4586,-79.9211,4,Heavy industrial ,,,15206
1507047183,40.4431,-79.9496,3,Sulfer,,,15213
1507047449,40.453,-79.9521,4,Industrial,,,15213
1507048025,40.4619,-79.9233,5,Chemical smog smell ,,,15206
1507052021,40.4421,-79.9243,3,,,,15217
1507059610,40.4415,-79.9334,5,Acrid,,It smells very bad this morning from about 8 AM and till about 11 AM,15217
1507067052,40.4702,-79.9251,4,Coke pollution,,,15206
1507070412,40.4491,-79.9108,3,,,,15208
1507080987,40.4209,-79.9359,5,Strong sulfur stench ,"Headache, dry eyes,  smells indoors ",,15217
1507085901,40.4239,-79.9159,3,,,,15217
1507090127,40.37,-79.9127,4,industrial sulphurus,not that I know,,15207
1507107772,40.3991,-79.8608,5,rotten eggs,choking,Terrible rotten egg smell. Mill has been making awful roaring sound constantly for two days now. Sounds like we are on an airport runway here. Disgraceful.,15104
1507110315,40.4355,-79.8832,4,Industrial,Nausea ,,15218
1507110771,40.4787,-79.9194,4,Industrial ,,,15206
1507110858,40.4741,-79.9175,4,Industrial,,,15206
1507110890,40.4358,-79.8943,4,"Steel mill, sulfur - burning coke","Sore throat, eye irritation ",,15221
1507111025,40.4501,-79.9097,4,Industrial,,,15208
1507112209,40.4696,-79.9142,4,"Sulfer, industrial",,,15206
1507112357,40.4449,-79.9124,5,Tar,,,15217
1507112456,40.4484,-79.9049,5,,,,15208
1507112650,40.4671,-79.9533,3,Industrial plastic,Sore throat,,15201
1507113466,40.4635,-79.9382,4,Pollution ,"Nauseating, can actually taste it in the air","Wind coming from the south, must be Clairton. ",15224
1507113515,40.4421,-79.9238,5,Industrial,Asthma ,,15217
1507113781,40.4633,-79.9413,4,Clairton coke,Nausea,Has been happening since I moved in Pittsburgh Friendship neighborhood (about 12 years),15224
1507114040,40.4253,-79.9157,4,Sulphur,,,15217
1507114446,40.4702,-79.9182,5,Industrial ,Nausea,I am so discouraged by the lack of improvement to air quality and the health dept's lack of responsiveness ,15206
1507114577,40.4759,-79.9206,5,Foul air.  Stinks terribly!,Headache and difficulty breathing ,This is why I have developed asthma.  Please start holding polluters accountable with real fines and not simply slapping them on the wrist.,15206
1507114704,40.4301,-79.8801,3,rotten eggs ,,,15218
1507115127,40.4376,-79.9127,5,"Burned metal or coal, really noxious and sharp today. ",,,15217
1507115145,40.4552,-79.9259,5,Sulphur ,,,15232
1507115158,40.4195,-79.929,3,,,,15217
1507115192,40.4399,-79.8978,4,Sulphuric ,Throat lung,,15221
1507115196,40.4809,-79.9367,5,Rotten eggs - coke smell. ,"The smell is so heavy and so toxic. It's coming in through closed windows. Hard to breathe, headache, irritated sinuses.","The smell is so heavy and so toxic. It's coming in through closed windows. Hard to breathe, headache, irritated sinuses. Please do something. I write these reports, but never know if action is being taken. It's the one problem with this app.",15201
1507115253,40.4387,-79.8932,4,,,,15221
1507115285,40.4328,-79.9274,5,"Industrial, sulphuric",,,15217
1507115463,40.4359,-79.9151,4,Industrial fog,Scratchy throat,,15217
1507115480,40.4343,-79.9102,5,Rotten eggs ,Breathing ,,15217
1507115500,40.4683,-79.9233,4,"Strong sulfer, Burning","Sore throat, burning eyes and throat","Its disappointing how often we wake up to this smell, invading our air and our home. What is being done about this?",15206
1507115698,40.4502,-79.9106,4,,,,15208
1507115835,40.4271,-79.8547,4,Industrial and sulfur smell,Sneezing,,15221
1507116084,40.4296,-79.9169,5,Industrial ,,,15217
1507116338,40.4754,-79.9149,3,Industrial ,,,15206
1507116432,40.4179,-79.9187,3,Industrial - chemical,,,15217
1507116510,40.4272,-79.9223,5,,,,15217
1507116664,40.4563,-79.9298,4,Sulphur,,,15232
1507116699,40.4231,-79.923,5,Horrific smell onbwhat should be a beautiful morning. Cant jog because of the stench. Not acceptable.,Stuffy nose.,,15217
1507117145,40.44,-79.932,4,Industrial ,,,15217
1507117297,40.4316,-79.9275,5,Rotten eggs plus industrial,Headache,,15217
1507117398,40.45,-79.9153,4,,Irritation ,This is awful. Just returned from Montreal - a much larger city - where these chronic and acutely toxic air pollution issues do not exist. It is shameful. ,15206
1507117426,40.436,-79.8828,3,,,,15221
1507117452,40.4695,-79.9172,4,Industrial,,,15206
1507117639,40.4474,-79.9152,5,"Industrial, acrid, coal.",,,15206
1507117644,40.4801,-79.935,4,Sulfuric,No ,,15206
1507117747,40.4437,-79.9271,5,,,,15217
1507117910,40.4773,-79.9155,5,Industrial ,,,15206
1507117950,40.4457,-79.8981,3,"Toxic, sulphuric ",Sore throat,,15208
1507118282,40.4659,-79.9385,5,Industrial. ,Nasal irritation,,15224
1507118320,40.4777,-79.9292,4,"Same old, same old industrial stench",,,15206
1507118360,40.4542,-79.9383,5,,,,15232
1507118367,40.4555,-79.9291,5,,,"Smells the same as my earlier report, but now Im in Shadyside.",15232
1507118369,40.4255,-79.9199,4,Industrial ,,,15217
1507118375,40.4246,-79.9162,5,Industrial,,,15217
1507118382,40.4222,-79.8923,4,Industrial,,,15218
1507118541,40.4398,-79.925,4,Industrial ,,,15217
1507118704,40.4351,-79.8765,4,Stinky smoke ,,,15218
1507118713,40.4488,-79.9128,5,Industrial,Headache,f*ck*ng horrible!!!!,15206
1507119037,40.4354,-79.8973,3,,,,15218
1507119073,40.4428,-79.9348,5,"Metallic, acrid",Want to leave the area. Have a runny nose,The smell has been really bad the last few weeks. ,15217
1507119250,40.4603,-79.9251,5,Industrial smell ,Coughing ,,15206
1507119310,40.4261,-79.923,4,,,,15217
1507119399,40.4275,-79.9458,5,Industrial. Asphalt ,,,15207
1507119764,40.4467,-79.9072,5,Industrial,"Headache, sinus pressure sneezing",,15208
1507119835,40.4244,-79.9308,4,Exhaust. Indiatrial,,,15217
1507119912,40.4361,-79.9302,5,"Industrial, clairton",Eye and throat irritation ,Clairton is slowly making housands sick and miserable. Why don't you do your job and try to safe a few lifes? What they are doing is criminal ,15217
1507120142,40.4287,-79.9562,4,,,Industrial sulfur,15213
1507120207,40.4647,-79.9214,5,clearly industrial pollution,,,15206
1507120257,40.4547,-79.9124,5,,,,15206
1507120286,40.4593,-79.927,4,Industrial sulfur,,,15206
1507120509,40.4511,-79.9042,4,,,,15208
1507120698,40.4694,-79.9258,4,Industrial,,,15206
1507120809,40.427,-79.9238,3,Industrial,,,15217
1507120831,40.439,-79.8913,3,,,,15221
1507120953,40.435,-79.9298,5,Industrial,Cannot breathe,,15217
1507121134,40.4506,-79.9103,4,,,,15208
1507121978,40.4569,-79.9234,5,"Smokey - First thing I thought when I woke up was, hey what's that smell",,,15206
1507122661,40.463,-79.9249,5,Sulfur ,Immediately coughed!,"This is unacceptable. Unable to exercise. Immediately revised my outdoor activities. You can see the circle around Clairton grow. We are lucky in that we know who is emitting and where they are. Why can't they fix their emissions?

This is the biggest inhibitor to pgh's growth. More than schools. More than water quality. I can't buy bottled air or send my child to breathe private air. I have no choices! 

It is embarrassing to apologize to out of town visitors.",15206
1507122841,40.4366,-79.9742,5,strong odor,dizziness and nausea,this is the worst it's ever smelled!,15219
1507123624,40.4323,-79.9246,5,"Oily, industrial",Nasal congestion,,15217
1507123691,40.4414,-79.9279,5,Industrial sulfur like,Headache sore throat,My nose is stuffed up and I can still smell the disgusting pollution!,15217
1507125420,40.4298,-79.8898,4,Sulfur ,Nasal irritation. Asthma ,,15218
1507125764,40.4268,-79.9091,3,,,,15217
1507128065,40.4556,-79.9339,4,Sewage,,,15232
1507139768,40.439,-79.9205,3,"Smells of hot tar, probably from road paving a few hundred feet away.",,,15217
1507143445,40.4442,-79.9271,4,,Burning feeling in nose ,,15217
1507145767,40.4263,-79.9523,4,Sewer,,,15207
1507148158,40.4434,-79.9984,2,,,,15222
1507151970,40.4365,-79.9702,4,Sulfur smell ,,,15213
1507166569,40.4349,-79.9154,1,,,"2nd smell report of the day. After a foul-smelling morning, the air has been odor free the rest of today. Yay!",15217
1507193094,40.4007,-79.86,4,rotten eggs,"coughing, throat burns, sneezing",,15104
1507197000,40.4183,-79.8475,3,Sulfur / rotten eggs ,Awoken from a deep sleep by having one bedroom window open ,,15221
1507198668,40.4348,-79.8949,4,Steel mill ,,,15221
1507203327,40.4776,-79.9193,2,Industrial ,,,15206
1507206932,40.417,-79.9204,1,,,,15217
1507208910,40.4659,-79.9222,4,Sewage,,,15206
1507212262,40.4267,-79.8824,1,,,,15218
1507221673,40.4561,-79.9525,1,,,,15213
1507234125,40.4562,-79.9343,4,Sewage,,,15232
1507238329,40.4424,-80.0035,3,Smoke - like wood fire smoke ,Cough,,15222
1507251582,40.3722,-79.9127,4,industrial ,not that I'm aware of,,15207
1507279812,40.3986,-79.8583,5,rotten eggs,choking,,15104
1507287023,40.4333,-79.886,1,,,,15218
1507295010,40.4402,-79.9603,1,,,,15213
1507298277,40.4373,-79.9783,3,Mothball smell,No,,15219
1507300335,40.4306,-79.9156,1,,,,15217
1507303407,40.4555,-79.9334,4,Sewage ,,,15232
1507308200,40.4477,-79.9616,1,,,,15219
1507336614,40.4338,-79.8919,3,Acrid. Sulpherish,If I remained outside it would trigger a headache. ,,15218
1507337228,40.4326,-79.8487,4,Thick Woodsmoke ,Cant breathe outside cant open my windows ,"I have asthma and its worse since I moved here, will things ever get better or should I move away from Pittsburgh?!  )))-: ",15221
1507338641,40.4634,-79.9396,3,Coal fired plant,,South east wind so probably Clairton,15224
1507339464,40.4482,-79.9326,3,Pretty bad air quality ,,,15232
1507340197,40.4334,-80.0054,4,Sewer,,,15219
1507370522,40.442,-79.9238,3,,,,15217
1507374673,40.435,-79.923,5,Industrial and chemical. Coke works,"Burning nose, headache, nausea",,15217
1507374743,40.4292,-79.955,1,,,,15213
1507376046,40.4478,-79.905,5,,,,15208
1507376353,40.4238,-79.917,2,,,,15217
1507376595,40.4745,-79.9154,4,,,,15206
1507377520,40.434,-79.9228,3,Industrial,,,15217
1507377860,40.4772,-79.9207,4,Industrial ,,,15206
1507378087,40.44,-79.8917,5,,,,15221
1507378865,40.4509,-79.9162,4,Industrial,,Nice. Saturday morning. Beautiful weather and you can't open doors or windows. What a way to live!,15206
1507379029,40.4714,-79.9182,5,Industrial ,,It was awful - I went to let the dog out and nearly gagged,15206
1507379755,40.4332,-79.8753,3,Industrial smoke,,,15218
1507380448,40.4481,-79.929,3,Bad air quality,,,15232
1507380713,40.4292,-79.8817,4,Strong sulfur.,,,15218
1507381726,40.4468,-79.8975,4,"Toxic, sulphuric ","Sore throat, headache",,15208
1507381924,40.4483,-79.8965,3,Industrial sulfur,,,15208
1507382592,40.4684,-79.9165,3,Industrial ,,,15206
1507383183,40.451,-79.9121,2,,,,15208
1507387277,40.4672,-79.9648,3,"Chemical ""orange"" scent. Bathroom deodorizer? Odor fairly constant for at least a week.","Headache, eye irritant, nausea. Unable to be in my yard/deck.",,15201
1507411644,40.4319,-79.8493,3,Sulfur,,,15221
1507413416,40.4589,-79.9594,4,Unburnt gasoline or paint ,,,15219
1507414252,40.4167,-79.9209,2,,,,15217
1507417450,40.4377,-79.8885,1,,,,15221
1507419939,40.4224,-79.9396,4,Industrial,,,15217
1507420506,40.4239,-79.916,3,,,,15217
1507425822,40.3725,-79.914,3,Industrial,,,15207
1507426369,40.421,-79.9348,4,Bad eggs,,,15217
1507427194,40.4698,-79.9602,3,Woodsmoke ,,,15201
1507427513,40.3728,-79.9112,4,industrial...burnt rubber or other heavy similar smell,not that I'm aware of,,15207
1507429328,40.4294,-79.9537,4,Industrial sulfur,,,15213
1507430065,40.4642,-79.9402,3,Pollution ,,,15224
1507430922,40.4536,-79.9451,4,Tar like,Some coughing and other breathing issues ,Similar smell to when I bicycle on the GAP trail across from the steel mill on the Monongahela River.,15213
1507431567,40.4312,-79.9149,3,,,,15217
1507433450,40.4794,-79.9184,3,Industrial,,,15206
1507435915,40.4253,-79.947,1,,,This evening there was an industrial smell but the wind changed now bringing fresh air.,15207
1507465924,40.4188,-79.9193,1,,,,15217
1507468877,40.3724,-79.9095,2,good just muggy,no,The difference between the nighttime stench and morning air is remarkable. Is Bettis Plant or another nearby industry operating at night?,15207
1507470005,40.4431,-79.9223,1,,,,15217
1507474225,40.4429,-79.9359,1,,,,15217
1507481214,40.4687,-79.9145,1,,,,15206
1507481508,40.4005,-79.8596,3,rotten eggs,slight cough,,15104
1507482157,40.4666,-79.9646,4,"""Orange"" scented chemical smell","Nausea, headache",,15201
1507502776,40.4543,-79.9301,1,,,,15232
1507508083,40.4561,-79.9326,4,raw sewage,general disgust with pittsburgh ,,15232
1507537778,40.3994,-79.8591,4,rotten eggs,chest starting to burn.,,15104
1507545267,40.4235,-79.8938,3,Industrial,Headache,,15218
1507550500,40.4479,-79.942,3,Consumed industrial exhaust air,,,15213
1507552043,40.4412,-79.9232,1,,,,15217
1507554314,40.4809,-79.9557,3,Industrial with acrid odor from around 51st St. ,Watering eyes,,15201
1507560271,40.444,-79.946,3,Exhaust from train,,,15213
1507562841,40.4442,-79.9894,3,Industrial petrochemical smell,Headache,,15219
1507567989,40.4432,-79.9454,1,,,,15213
1507624027,40.3983,-79.8606,3,rotten eggs,none yet today,,15104
1507624027,40.3982,-79.8603,3,rotten eggs,none yet today,,15104
1507634770,40.3713,-79.9124,2,general City ambiance ,no,,15207
1507635171,40.4258,-79.9046,5,,,,15218
1507635206,40.4498,-79.9157,1,,,,15206
1507635396,40.4503,-79.9478,1,,,,15213
1507635605,40.4786,-79.9185,2,Industrial ,,,15206
1507637117,40.4439,-79.9431,2,Okay air quality,,,15213
1507638964,40.4284,-79.9174,2,,,,15217
1507641721,40.4412,-79.9992,3,Sweet.  Chemical like.,,,15222
1507655154,40.3984,-79.8612,5,rotten eggs,"chest burning, coughing ",,15104
1507670897,40.435,-79.8849,4,sulphur,,,15218
1507674983,40.4775,-79.931,5,Wood smoke,,Ongoing problem with violations of burning regs in morningside neighborhood 1100 block of Jancey.  ,15206
1507683285,40.4531,-79.9196,1,,,,15232
1507686112,40.4335,-79.9286,2,Auto exhaust ,No,,15217
1507710787,40.3993,-79.8598,4,rotten eggs,coughing,,15104
1507718542,40.4175,-79.9182,1,,,,15217
1507719743,40.4621,-79.9469,1,,,,15224
1507721115,40.4399,-79.8938,2,,,,15221
1507722671,40.4423,-79.9234,1,,,,15217
1507724801,40.4424,-79.9955,2,,,,15219
1507725097,40.418,-79.9194,2,Industrial ,,,15217
1507727246,40.4349,-79.9106,1,,,,15217
1507733518,40.4652,-79.9597,3,Test driving this puppy,Seeing how it works,"I want to see what happens if we ""like"" a report",15201
1507734762,40.4447,-79.9564,3,,Nose burning,,15213
1507735420,40.4745,-79.9638,3,Metal making,,,15201
1507735460,40.372,-79.9114,2,industrial ,not that I know ,,15207
1507738662,40.4277,-79.8837,1,,,,15218
1507739340,40.447,-79.9405,1,,,,15232
1507756132,40.4586,-79.9114,4,Painy,,,15206
1507759731,40.4466,-79.9389,3,Rotten air,,,15232
1507759763,40.4444,-79.994,5,"Industrial, burning",,,15222
1507765219,40.4698,-79.9599,3,Cigarette smoke from employees at Industry Public House,,,15201
1507770322,40.4536,-79.9382,4,*ss,Flatulance,,15232
1507779657,40.4541,-79.8986,1,,,11:40pm,15208
1507796733,40.4008,-79.8597,3,rotten eggs,coughing,,15104
1507806747,40.4459,-79.8999,1,,,,15208
1507813606,40.4431,-79.9616,1,,,,15213
1507814357,40.431400000000004,-79.8991,3,Natural gassish,No,,15218
1507814387,40.4358,-79.9209,2,,,,15217
1507814919,40.4541,-79.9506,2,,,,15213
1507828603,40.4449,-79.9447,3,,,,15213
1507828659,40.4424,-79.9446,3,,,,15213
1507828728,40.4523,-79.9205,3,Industrial sulfur ,,,15206
1507829067,40.4555,-79.9317,4,Industrial sulfur ,,,15206
1507829457,40.4451,-79.9314,3,Industrial,,,15217
